uid,SampleSource,TypeofIndustry,TypeofBusiness,ConsolidatedBusinessType,VINTAGE_OF_BUSINESSinyears,City,State,Region,a1,a2,a3,a3_os,a4,our cat,a5,a6,a7,a7_os,a8,a9,total,less than 2,02-May,05-Oct,Oct-15,15-20,20-50,50+,b1,b2,b3,b3_1,b4,b4_os,b5,b5_1,b5_2,b6,b6_1,b7,b8,b9,b10,b10_1,b10_2,b11,c1,c2,c2_os,c3,c4,c4a,c4b,c4b_os,gender,f1,f2,household challenges,f3_os,household_activities,f4_os,f4a,f4b,f4c,f4d,f4e,f4f,f4g,f4x,f4z,use of digital payments,g1_os,g1check,g2,g3,g4,g4_os,g5,g5_os,SampleSource,Gender,TypeofIndustry,TypeofBusiness,ConsolidatedBusinessType,VINTAGE_OF_BUSINESSinyears,City,State,Wave,selected_business,,ConsolidatedBusinessType
14225,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,Yes,"No, but not able to pay them",,,Yes,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,No,50,2 3 4,,1 2 5 6 8,,1,2,,,3,5,,,,7,,,,,,,,,,,,,,,,,,,,
14226,EDII_Women_Ent,Manufacturing,READYMADE GARMENTS,Ready-made garments,,Chennai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,5,0,5,,,Y,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,1,No,,No,Do Not Know,No,"No, but not able to pay them",,,Yes,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,No,50,2,,1 2 6 8,,2,1,,,,4,,,,7,,,,,,,,,,,,,,,,,,,,
14227,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Kanchipuram,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Fully confident,0,,> 6 months,Do not know any,,,,Female,No,50,2 4,,1 2 6 8 -888,,2,1,,,,5,,,,5,,,1-2 years,Do Not Know,5,,5,,,,,,,,,,,,,
14229,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Chennai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Worse than expected,,,,Don't have any cash reserves,,No,,,Yes,30000,No,Yes full payment,No,"No, but not able to pay them",,,Yes,Fully confident,0,,0-3 months,Do not know any,,,,Female,No,50,1 2,,1 2 4 5 6 8,,2,1,,3,4,6,,,,3,,,> 3 years,Increased,5,,5,,,,,,,,,,,,,
14230,EDII_Women_Ent,Services,HAIR DRESSING,Parlors and Salons,,Kanchipuram,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,No,,No,,No,Do Not Know,No,"No, but not able to pay them",,,Yes,Not confident,6,,4-6 months,No,,Others,Lack of information,Female,Yes,,2,,1 2 6 8,,2,1,,,,4,,,,5,,,1-2 years,Increased,-888,Relatives given cash through this,-888,Immediately transfer the cash,,,,,,,,,,,,
14231,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Small manufacturing plant,,Non Essential,Non Essential,Yes,Fully Shut,,,15,1,16,,,,,Y,,,Better than expected,,,,Don't have any cash reserves,,Yes,Yes,2 3,No,,Partial payment,Partial payment,No,No,,,Yes,Fully confident,3,,0-3 months,Do not know any,,,,Female,No,50,2,,1 2 6 8,,2,1,,,,4,,,,1 3 4 5,,,> 3 years,Decreased,1 3 4,,5,,,,,,,,,,,,,
14233,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Chennai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,6,0,6,,,Y,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,125000,No supplier payments pending,No supplier payments pending,No,No,,,No,Fully confident,3,,4-6 months,Do not know any,,,,Female,No,60,2,,5 6 7 8,,,,,,1,4,2,,,1 2 3 4 5,,,> 3 years,Increased,3 4 -888,Provisions and medicines purchased,3 5 -888,Cashless transaction,,,,,,,,,,,,
14234,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Coimbatore,Tamil Nadu,South India,Yes,Male,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,2,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,50000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,0-3 months,Do not know any,,,,Male,No,25,0,,6 -888,Online work,,,,,,2,,,1,3,,,> 3 years,Remained the same,4,,5,,,,,,,,,,,,,
14235,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Pudukkottai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Enough to survive 3 months or more,,Yes,Yes,2 3,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Fully confident,1,,4-6 months,Do not know any,,,,Female,No,25,2,,1 2 8 -888,Youtube videos,1,2,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,
14239,EDII_Women_Ent,Manufacturing,READYMADE GARMENTS,Ready-made garments,,Villupuram,Tamil Nadu,South India,Yes,Male,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,5,0,5,,,Y,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,4,Yes,,No supplier payments pending,No supplier payments pending,Only partially,No,,,No Loan,Fully confident,0,,0-3 months,Do not know any,,,,Male,Yes,,2,,6 8,,,,,,,2,,,,4,,,1-2 years,Remained the same,-888,Food items and dress,5,,,,,,,,,,,,,
14241,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Tiruchirappalli,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,4,0,4,,Y,,,,,,Better than expected,,,,Don't have any cash reserves,,Yes,Yes,4,Yes,200000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Fully confident,0,,> 6 months,Do not know any,,,,Female,Yes,,2,,3 8,,,,1,,,,,,,3,,,> 3 years,Remained the same,1 4,,5,,,,,,,,,,,,,
14242,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Tuticorin,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,1,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,1 2,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,Yes,,2,,6 8,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,
14243,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Pudukkottai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Better than expected,,,,Don't have any cash reserves,,No,,,Yes,50000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,No,50,2 4,,1 3 8,,1,,2,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14244,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Tirunelvelli,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,30000,No supplier payments pending,No supplier payments pending,No,No,,,No,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,No,50,0,,1 2 8,,2,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14246,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Erode,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,40000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,No,50,2 4,,1 8 -888,Online video,3,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,
14247,EDII_Women_Ent,Manufacturing,Lathes,Auto Parts and Metal Works,,Coimbatore,Tamil Nadu,South India,Yes,Male,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,3,0,3,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,200000,Yes full payment,Partial payment,Only partially,Yes,0,2,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Male,Yes,,2 4,,6 8,,,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14255,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Villupuram,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,5,0,5,,,Y,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,12500,No supplier payments pending,No supplier payments pending,No,Yes,0,5,Yes,Somewhat confident,0,,Uncertain,Do not know any,,,,Female,Yes,,4,,8 -888,Worship god,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,
14257,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Chennai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,1 2,Yes,30000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Not confident,0,,4-6 months,Do not know any,,,,Female,Yes,,2,,1 8 -888,Hand craft,3,,,,,,,,1,4,,,> 3 years,Remained the same,1,,5,,,,,,,,,,,,,
14259,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Kanchipuram,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,No Loan,Somewhat confident,0,,Uncertain,Do not know any,,,,Female,No,50,2 3,,6 8,,,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14262,EDII_Women_Ent,Services,HAIR DRESSING,Parlors and Salons,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,Yes,1,0,Yes,Somewhat confident,0,,0-3 months,Do not know any,,,,Female,No,50,2 4,,2 8,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14267,EDII_Women_Ent,Manufacturing,READYMADE GARMENTS,Ready-made garments,,Madurai,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,12000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Fully confident,0,,4-6 months,Do not know any,,,,Female,Yes,,2,,1 3 6,,1,,2,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14270,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Coimbatore,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,10000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,No,50,2 4,,2 8,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14271,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Salem,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,1 2,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,No,50,2 3,,1 2 8,,3,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14276,EDII_Women_Ent,Services,HAIR DRESSING,Parlors and Salons,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,30000,No supplier payments pending,No supplier payments pending,No,Yes,2,0,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,No,20,4,,1 2 8,,1,2,,,,,,,,3,,,> 3 years,Remained the same,4,,5,,,,,,,,,,,,,
14281,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Kanchipuram,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Better than expected,,,,Don't have any cash reserves,,No,,,Yes,50000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Fully confident,0,,> 6 months,Do not know any,,,,Female,No,50,2 4,,2 6 8,,,1,,,,3,,,,3 4,,,> 3 years,Remained the same,1 4,,5,,,,,,,,,,,,,
14282,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Better than expected,,,,Don't have any cash reserves,,No,,,Yes,35000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,Yes,,4,,2 6,,,1,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14285,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Thani,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,Yes,,2,,6 -888,Fighting with family members,,,,,,2,,,1,7,,,,,,,,,,,,,,,,,,,,
14286,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Coimbatore,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,3,0,3,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,Yes,0,2,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,Yes,,2 3,,6 8,,,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14287,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Better than expected,,,,Don't have any cash reserves,,No,,,Yes,17000,No supplier payments pending,No supplier payments pending,No,No,,,No Loan,Fully confident,0,,Uncertain,Do not know any,,,,Female,No,25,2 4,,2 6,,,1,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14289,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,No,Somewhat confident,0,,Uncertain,Do not know any,,,,Female,No,50,2 4,,1 2 6 8,,1,2,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14290,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Nagapattinam,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,35000,No supplier payments pending,No supplier payments pending,No,Yes,0,1,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,No,50,2,,2 6 8,,,1,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14291,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Chennai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,Yes,0,1,Yes,Not confident,0,,Uncertain,Do not know any,,,,Female,No,50,2,,1 2 6,,2,1,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14292,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Erode,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,14000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,-888,Need money,> 6 months,Do not know any,,,,Female,No,50,0,,1 2 6,,1,2,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14293,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Coimbatore,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,3,Yes,10000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,Yes,,2,,2 6 8,,,3,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14294,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Madurai,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,No,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,No,50,0,,1 2 8,,2,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14298,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Kanchipuram,Tamil Nadu,South India,Yes,Female,Home based business,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,2,Yes,5000,No supplier payments pending,No supplier payments pending,Yes,No,,,No Loan,Somewhat confident,7,,Uncertain,Do not know any,,,,Female,Yes,,3,,2 6,,,1,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14301,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Coimbatore,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Enough to survive 3 months or more,,No,,,Yes,30000,No supplier payments pending,No supplier payments pending,No,No,,,No Loan,Fully confident,0,,> 6 months,Do not know any,,,,Female,No,50,2 4,,1 2,,1,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14303,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Tiruchirappalli,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,4,0,4,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,45000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,1,,> 6 months,Do not know any,,,,Female,Yes,,2 4,,6 8 -888,Yoga,,,,,,3,,,1,7,,,,,,,,,,,,,,,,,,,,
14304,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Madurai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,No,,No supplier payments pending,No supplier payments pending,No,Yes,0,2,Yes,Somewhat confident,0,,> 6 months,Do not know any,,,,Female,No,50,2 3 -888,Business shifted to home(1 week before),1 6,,1,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14305,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Thiruvallur,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,No,,No supplier payments pending,No supplier payments pending,No,Yes,0,2,Yes,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,No,50,4,,1 6,,1,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14307,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Ramanad,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,6,0,6,,,Y,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,2,Yes,,No supplier payments pending,No supplier payments pending,No,Yes,0,3,Yes,Somewhat confident,0,,Uncertain,Do not know any,,,,Female,No,50,2 4,,2,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14314,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Pudukkottai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,1 2,Yes,20000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Not confident,0,,Uncertain,Do not know any,,,,Female,No,50,2 4,,2 6,,,1,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14315,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Madurai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,1 2,No,,No supplier payments pending,No supplier payments pending,No,Yes,0,1,Yes,Somewhat confident,-888,Need money,> 6 months,Do not know any,,,,Female,No,50,2 4,,1 2 6,,2,1,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14318,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Virudhunagar,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Better than expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,Yes,0,1,No Loan,Not confident,0,,Uncertain,Do not know any,,,,Female,No,50,2 4,,3 6 8,,,,2,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14321,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Namakkal,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,1,0,1,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Somewhat confident,0,,0-3 months,Do not know any,,,,Female,Yes,,2 4,,2 8,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14324,EDII_Women_Ent,Services,BEAUTY PARLOURS,Parlors and Salons,,Erode,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,Yes,Yes,2,Yes,30000,No supplier payments pending,No supplier payments pending,No,No,,,Yes,Not confident,0,,Uncertain,Yes,Nalavariyam,,,Female,Yes,,2,,1 6,,1,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,
14325,EDII_Women_Ent,Services,TAILORING (J0B WORK),Tailoring,,Tiruchirappalli,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,2,0,2,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,50000,No supplier payments pending,No supplier payments pending,No,Yes,0,2,Yes,Not confident,0,,Uncertain,Do not know any,,,,Female,Yes,,2 4,,1 8,,1,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
14333,EDII_Women_Ent,Manufacturing,READYMADE GARMENTS,Ready-made garments,,Madurai,Tamil Nadu,South India,Yes,Female,Fixed Store/ Shop,,Non Essential,Non Essential,Yes,Fully Shut,,,4,0,4,,Y,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No supplier payments pending,No supplier payments pending,No,No,,,No Loan,Somewhat confident,0,,4-6 months,Do not know any,,,,Female,Yes,,2,,2 6 8,,,2,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14501,AYE Finance,Manufacturing,FOOTWEAR-MANF,Footwear Manufacturing,10,Faridkot,Punjab,North India,Yes,Male,Small manufacturing plant,,Essential,Non Essential,Yes,Fully Shut,,,12,0,12,,,,Y,,,,Same as expected,,,,Enough to survive 2 months,,No,,,Yes,80000,No,No,No,No,,,Yes,Fully confident,2,,> 6 months,Yes,government ko,,,Male,Yes,,2 4,,2 6 8,,,2,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,
14502,AYE Finance,Manufacturing,FOOTWEAR-MANF,Footwear Manufacturing,25,Faridkot,Punjab,North India,Yes,Male,Small manufacturing plant,,Non Essential,Non Essential,No,Fully Shut,,,5,8,13,,,,Y,,,,Better than expected,,,,Don't have any cash reserves,,No,,,Yes,,No,Do Not Know,No,No,,,No,Somewhat confident,0,,4-6 months,Yes,Bank ko,,,Male,Yes,,2,,6 8,,,,,,,1,,,,3 4,,,1-2 years,Decreased,4,,3 5,,,,,,,,,,,,,
14504,AYE Finance,Manufacturing,Leather and Leather Based,Leather and Leather Based,6,Pathankot,Punjab,North India,Yes,Male,Small manufacturing plant,,Essential,Non Essential,No,Fully Shut,,,0,0,0,Y,,,,,,,Same as expected,,,,Don't have any cash reserves,,No,,,Yes,,No,Do Not Know,No customers due to lockdown,No,,,Yes,Not confident,2 4,,0-3 months,No,,Others,No support from the government,Male,Yes,,2 4,,6 8 -888,ghar me theliya bora banaya.,,,,,,3,,,1,7,,,,,,,,,,,,,,,,,,,,
